Plant_name,Molecule,Canonical_SMILES,Formula,Molecular_Weight,`Heavy_atoms,Aromatic_heavy_atoms,Fraction_Csp3,Rotatable_bonds,H_bond_acceptors,H_bond_donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,SilicosIT_LogP,Consensus_LogP,ESOL_LogS,ESOL_Solubility1,ESOL_Solubility2,ESOL_Class,Ali_LogS,Ali_Solubility1,Ali_Solubility2,Ali_Class,SilicosIT_LogSw,SilicosIT_Solubility1,SilicosIT_Solubility2,SilicosIT_class,GI_absorption,BBB_permeant,Pgp_substrate,CYP1A2_inhibitor,CYP2C19_inhibitor,CYP2C9_inhibitor,CYP2D6_inhibitor,CYP3A4_inhibitor,logKp,Lipinski_violations,Ghose_violations,Veber_violations,Egan_violations,Muegge_violations,Bioavailability_Score,PAINS_alert,Brenk_alert,Leadlikeness_violations,Synthetic_Accessibility
Rubia cordifolia,"3,3'-bis(3,4-dihydro-4-hydroxy-6-methoxy-2H-1-benzopyran)",COc1ccc2c(c1)[C@H](O)[C@@H](CO2)[C@H]1COc2c([C@H]1O)cc(cc2)OC,C20H22O6,358.39,26,12,0.4,3,6,2,94.38,77.38,3.18,1.86,1.84,1.17,2.41,2.09,-3.38,1.50E-01,4.19E-04,Soluble,-3.11,2.81E-01,7.83E-04,Soluble,-4.19,2.29E-02,6.40E-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.17,0,0,0,0,0,0.55,0,0,1,4.15
Rubia cordifolia,Furomollugin,COC(=O)c1c(O)c2ccccc2c2c1cco2,C14H10O4,242.23,18,13,0.07,2,4,1,67.02,59.67,2.01,3.62,3.08,1.71,2.81,2.64,-4.02,2.29E-02,9.44E-05,Moderately soluble,-4.56,6.66E-03,2.75E-05,Moderately soluble,-4.47,8.21E-03,3.39E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-5.21,0,0,0,0,0,0.55,0,0,2,2.55
Rubia cordifolia,Mollugin,COC(=O)c1c2C=CC(Oc2c2c(c1O)cccc2)(C)C,C17H16O4,284.31,21,10,0.24,2,4,1,81.37,55.76,2.87,4.14,3.41,2.54,3.31,3.25,-4.43,1.05E-02,3.70E-05,Moderately soluble,-5.02,2.73E-03,9.59E-06,Moderately soluble,-4.44,1.04E-02,3.66E-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.09,0,0,0,0,0,0.55,0,0,1,3.41
Rubia cordifolia,"2-Methyl-1,3,6-trihydroxyanthraquinone",Oc1ccc2c(c1)C(=O)c1c(C2=O)c(O)c(c(c1)O)C,C15H10O5,270.24,20,12,0.07,0,5,3,70.78,94.83,1.6,2.72,1.89,0.36,2.55,1.82,-3.67,5.74E-02,2.12E-04,Soluble,-4.37,1.17E-02,4.31E-05,Moderately soluble,-3.91,3.36E-02,1.24E-04,Soluble,High,No,No,Yes,No,No,No,Yes,-6.02,0,0,0,0,0,0.55,1,0,0,2.55
Rubia cordifolia,Nordamnacanthal,O=Cc1c(O)cc2c(c1O)C(=O)c1c(C2=O)cccc1,C15H8O5,268.22,20,12,0,1,5,2,69.18,91.67,1.08,2.72,1.69,0.02,2.73,1.65,-3.59,6.82E-02,2.54E-04,Soluble,-4.3,1.35E-02,5.03E-05,Moderately soluble,-4.04,2.43E-02,9.06E-05,Moderately soluble,High,No,No,No,No,No,No,Yes,-6,0,0,0,0,0,0.55,1,1,0,2.52
Rubia cordifolia,Munjistin,O=C1c2ccccc2C(=O)c2c1c(O)c(c(c2)O)C(=O)O,C15H8O6,284.22,21,12,0,1,6,3,70.75,111.9,0.98,2.79,1.57,0.29,1.96,1.52,-3.72,5.46E-02,1.92E-04,Soluble,-4.8,4.54E-03,1.60E-05,Moderately soluble,-3.46,9.79E-02,3.44E-04,Soluble,High,No,No,No,No,No,No,No,-6.05,0,0,0,0,0,0.56,1,0,0,2.6
Rubia cordifolia,3-Acetyl oleanolic acid,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C,C32H50O4,498.74,36,0,0.88,3,4,1,146.39,63.6,3.71,8.06,7.8,6.06,6.36,6.4,-7.81,7.69E-06,1.54E-08,Poorly soluble,-9.25,2.80E-07,5.61E-10,Poorly soluble,-6.73,9.33E-05,1.87E-07,Poorly soluble,Low,No,No,No,No,Yes,No,No,-3.62,1,4,0,1,1,0.85,0,1,2,6.14
Rubia cordifolia,Soranjidiol,Oc1ccc2c(c1)C(=O)c1c(C2=O)c(O)c(cc1)C,C15H10O4,254.24,19,12,0.07,0,4,2,68.76,74.6,1.88,3.07,2.18,0.92,3.04,2.22,-3.82,3.87E-02,1.52E-04,Soluble,-4.3,1.26E-02,4.97E-05,Moderately soluble,-4.49,8.32E-03,3.27E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.67,0,0,0,0,0,0.55,1,0,0,2.48
Solanum nigrum,Tigogenin,C[C@@H]1CC[C@@]2(OC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C,C27H44O3,416.64,30,0,1,0,3,1,122.07,38.69,4.53,6.49,5.79,5.08,4.3,5.24,-6.51,1.28E-04,3.08E-07,Poorly soluble,-7.1,3.32E-05,7.97E-08,Poorly soluble,-4.51,1.29E-02,3.10E-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.23,1,2,0,0,1,0.55,0,0,2,6.88
Solanum nigrum,Solasodine,C[C@@H]1CC[C@@]2(NC1)O[C@@H]1[C@H]([C@@H]2C)[C@@]2([C@@H](C1)[C@@H]1CC=C3[C@]([C@H]1CC2)(C)CC[C@@H](C3)O)C,C27H43NO2,413.64,30,0,0.93,0,3,2,127.23,41.49,4.26,5.39,4.91,4.94,3.97,4.69,-5.8,6.55E-04,1.58E-06,Moderately soluble,-6.02,3.99E-04,9.65E-07,Poorly soluble,-4.8,6.50E-03,1.57E-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5,1,1,0,0,1,0.55,0,1,2,6.56
Solanum nigrum,Solanidine,O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3C[C@H]3[C@@H]2[C@H](C)[C@H]2N3C[C@H](CC2)C)C)C1)C,C27H43NO,397.64,29,0,0.93,0,2,1,126.2,23.47,4.36,6.09,5.27,5.41,3.83,4.99,-6.14,2.87E-04,7.21E-07,Poorly soluble,-6.36,1.72E-04,4.33E-07,Poorly soluble,-4.14,2.86E-02,7.19E-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.4,1,1,0,0,1,0.55,0,1,2,5.59
Aloe vera,p-Coumaric acid,OC(=O)/C=C/c1ccc(cc1)O,C9H8O3,164.16,12,6,0,2,3,2,45.13,57.53,0.95,1.46,1.38,1.28,1.22,1.26,-2.02,1.58E+00,9.65E-03,Soluble,-2.27,8.73E-01,5.32E-03,Soluble,-1.28,8.67E+00,5.28E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.26,0,0,0,0,1,0.85,0,1,1,1.61
Aloe vera,Ficusin,O=c1ccc2c(o1)cc1c(c2)cco1,C11H6O3,186.16,14,13,0,0,3,0,52.26,43.35,2.01,1.67,2.54,1.48,2.91,2.12,-2.73,3.44E-01,1.85E-03,Soluble,-2.19,1.19E+00,6.39E-03,Soluble,-4.5,5.87E-03,3.16E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,No,-6.25,0,0,0,0,1,0.55,0,1,1,3.06
Aloe vera,Chrysophanol,Cc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,C15H10O4,254.24,19,12,0.07,0,4,2,68.76,74.6,2.22,3.53,2.18,0.92,3.04,2.38,-4.11,1.98E-02,7.81E-05,Moderately soluble,-4.78,4.21E-03,1.66E-05,Moderately soluble,-4.49,8.32E-03,3.27E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.34,0,0,0,0,0,0.55,1,0,1,2.47
Aloe vera,Sucrose,OC[C@H]1O[C@@]([C@@H]([C@H]1O)O)(CO)O[C@H]1O[C@@H](CO)[C@H]([C@@H]([C@H]1O)O)O,C12H22O11,342.3,23,0,1,5,11,8,68.16,189.53,0.25,-3.7,-5.4,-4.37,-3.86,-3.41,0.7,1.71E+03,5.00E+00,Highly soluble,0.31,6.96E+02,2.03E+00,Highly soluble,3.67,1.62E+06,4.73E+03,Soluble,Low,No,Yes,No,No,No,No,No,-11.02,2,1,1,1,4,0.17,0,0,0,5.16
Aloe vera,Succinic acid,OC(=O)CCC(=O)O,C4H6O4,118.09,8,0,0.5,3,4,2,24.89,74.6,0.32,-0.59,-0.06,-0.54,-0.63,-0.3,0,1.17E+02,9.94E-01,Very soluble,-0.51,3.69E+01,3.12E-01,Very soluble,0.61,4.86E+02,4.11E+00,Soluble,High,No,No,No,No,No,No,No,-7.44,0,3,0,0,2,0.85,0,0,1,1.29
Aloe vera,Lauric acid,CCCCCCCCCCCC(=O)O,C12H24O2,200.32,14,0,0.92,10,2,1,61.57,37.3,2.7,4.2,3.99,3.15,3.5,3.51,-3.07,1.71E-01,8.55E-04,Soluble,-4.69,4.06E-03,2.03E-05,Moderately soluble,-3.69,4.05E-02,2.02E-04,Soluble,High,Yes,No,No,No,No,No,No,-4.54,0,0,0,0,0,0.85,0,0,3,1.87
Aloe vera,Palmitoleic acid,CCCCCC/C=C\CCCCCCCC(=O)O,C16H30O2,254.41,18,0,0.81,13,2,1,80.32,37.3,3.64,6.58,5.33,4.09,5.07,4.94,-4.7,5.02E-03,1.97E-05,Moderately soluble,-7.16,1.75E-05,6.88E-08,Poorly soluble,-4.59,6.49E-03,2.55E-05,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-3.18,0,0,1,0,1,0.85,0,1,2,2.84
Aloe vera,Octadecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,C18H36O2,284.48,20,0,0.94,16,2,1,90.41,37.3,4.3,8.23,6.33,4.67,6.13,5.93,-5.73,5.26E-04,1.85E-06,Moderately soluble,-8.87,3.80E-07,1.33E-09,Poorly soluble,-6.11,2.19E-04,7.71E-07,Poorly soluble,High,No,No,Yes,No,No,No,No,-2.19,1,1,1,1,2,0.85,0,0,2,2.54
Aloe vera,Formononetin,COc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O,C16H12O4,268.26,20,16,0.06,2,4,1,76.44,59.67,2.49,2.8,3.17,1.33,3.52,2.66,-3.73,5.03E-02,1.87E-04,Soluble,-3.71,5.23E-02,1.95E-04,Soluble,-5.68,5.58E-04,2.08E-06,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-5.95,0,0,0,0,0,0.55,0,0,0,2.81
Aloe vera,Genistein,Oc1ccc(cc1)c1coc2c(c1=O)c(O)cc(c2)O,C15H10O5,270.24,20,16,0,1,5,3,73.99,90.9,1.91,2.67,2.58,0.52,2.52,2.04,-3.72,5.11E-02,1.89E-04,Soluble,-4.23,1.59E-02,5.88E-05,Moderately soluble,-4.4,1.07E-02,3.94E-05,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-6.05,0,0,0,0,0,0.55,0,0,0,2.87
Aloe vera,Osajin,CC(=CCc1c2OC(C)(C)C=Cc2c2c(c1O)c(=O)c(co2)c1ccc(cc1)O)C,C25H24O5,404.46,30,16,0.24,3,5,2,119.81,79.9,3.86,5.87,5.46,2.64,5.66,4.7,-6.24,2.31E-04,5.72E-07,Poorly soluble,-7.32,1.93E-05,4.78E-08,Poorly soluble,-7.03,3.77E-05,9.31E-08,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-4.6,0,0,0,0,1,0.55,0,1,2,4.24
Aloe vera,Pomiferin,CC(=CCc1c2OC(C)(C)C=Cc2c2c(c1O)c(=O)c(co2)c1ccc(c(c1)O)O)C,C25H24O6,420.45,31,16,0.24,3,6,3,121.83,100.13,3.87,5.52,5.16,2.09,5.18,4.37,-6.11,3.28E-04,7.79E-07,Poorly soluble,-7.38,1.74E-05,4.15E-08,Poorly soluble,-6.44,1.52E-04,3.61E-07,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-4.95,0,0,0,0,1,0.55,1,2,2,4.3
Aloe vera,Aloe emodin,OCc1cc(O)c2c(c1)C(=O)c1c(C2=O)c(O)ccc1,C15H10O5,270.24,20,12,0.07,1,5,3,69.92,94.83,1.96,1.82,1.21,0.1,2.42,1.5,-3.04,2.46E-01,9.12E-04,Soluble,-3.43,1.00E-01,3.70E-04,Soluble,-3.92,3.22E-02,1.19E-04,Soluble,High,No,No,Yes,No,No,No,Yes,-6.66,0,0,0,0,0,0.55,1,0,0,2.6
Aloe vera,Aloin,OCc1cc(O)c2c(c1)[C@H]([C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@H]1O)O)O)c1c(C2=O)c(O)ccc1,C21H22O9,418.39,30,12,0.38,3,9,7,101.96,167.91,1.85,-0.12,-1.04,-1.59,0.18,-0.14,-2.46,1.46E+00,3.50E-03,Soluble,-2.95,4.66E-01,1.11E-03,Soluble,-1.79,6.77E+00,1.62E-02,Soluble,Low,No,No,No,No,No,No,No,-8.94,1,1,1,1,2,0.55,0,0,1,4.97
Aloe vera,Kaempferol,Oc1ccc(cc1)c1oc2cc(O)cc(c2c(=O)c1O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.7,1.9,2.28,-0.03,2.03,1.58,-3.31,1.40E-01,4.90E-04,Soluble,-3.86,3.98E-02,1.39E-04,Soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.7,0,0,0,0,0,0.55,0,0,0,3.14
Aloe vera,Puerarin,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)ccc2c1occ(c2=O)c1ccc(cc1)O,C21H20O9,416.38,30,16,0.29,3,9,6,104.59,160.82,1.77,0.01,0.06,-1.52,0.81,0.23,-2.62,9.89E-01,2.37E-03,Soluble,-2.94,4.79E-01,1.15E-03,Soluble,-2.97,4.49E-01,1.08E-03,Soluble,Low,No,No,No,No,No,No,No,-8.83,1,0,1,1,2,0.55,0,0,1,4.98
Aloe vera,Linolenic acid,CCC=CCC=CCC=CCCCCCCCC(=O)O,C18H30O2,278.43,20,0,0.61,13,2,1,88.99,37.3,3.36,6.46,5.66,4.38,5.59,5.09,-4.78,4.64E-03,1.67E-05,Moderately soluble,-7.04,2.55E-05,9.16E-08,Poorly soluble,-3.96,3.08E-02,1.11E-04,Soluble,High,Yes,No,Yes,No,Yes,No,No,-3.41,1,1,1,0,1,0.85,0,1,2,3.03
Aloe vera,D-Xylose,O[C@@H]1CO[C@H]([C@H]([C@@H]1O)O)O,C5H10O5,150.13,10,0,1,0,5,4,29.77,90.15,0.64,-3.02,-2.58,-2.32,-1.7,-1.79,1.13,2.03E+03,1.35E+01,Highly soluble,1.69,7.34E+03,4.89E+01,Highly soluble,2.23,2.56E+04,1.71E+02,Soluble,Low,No,No,No,No,No,No,No,-9.36,0,3,0,0,2,0.55,0,0,1,3.8
Aloe vera,Daidzein,Oc1ccc(cc1)c1coc2c(c1=O)ccc(c2)O,C15H10O4,254.24,19,16,0,1,4,2,71.97,70.67,1.77,2.47,2.87,1.08,3.02,2.24,-3.53,7.51E-02,2.95E-04,Soluble,-3.6,6.41E-02,2.52E-04,Soluble,-4.98,2.64E-03,1.04E-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,Yes,-6.1,0,0,0,0,0,0.55,0,0,0,2.79
Aloe vera,Glycitein,COc1cc2c(cc1O)occ(c2=O)c1ccc(cc1)O,C16H12O5,284.26,21,16,0.06,2,5,2,78.46,79.9,2.36,2.44,2.88,0.77,3.03,2.3,-3.57,7.63E-02,2.68E-04,Soluble,-3.76,4.93E-02,1.73E-04,Soluble,-5.1,2.25E-03,7.91E-06,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-6.3,0,0,0,0,0,0.55,0,0,0,2.95
Aloe vera,Warangalone,CC(=CCc1c2OC(C)(C)C=Cc2c(c2c1occ(c2=O)c1ccc(cc1)O)O)C,C25H24O5,404.46,30,16,0.24,3,5,2,119.81,79.9,3.99,5.87,5.46,2.64,5.66,4.72,-6.24,2.31E-04,5.72E-07,Poorly soluble,-7.32,1.93E-05,4.78E-08,Poorly soluble,-7.03,3.77E-05,9.31E-08,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-4.6,0,0,0,0,1,0.55,0,1,2,4.23
Aloe vera,Auriculasin,CC(=CCc1c2OC(C)(C)C=Cc2c(c2c1occ(c2=O)c1ccc(c(c1)O)O)O)C,C25H24O6,420.45,31,16,0.24,3,6,3,121.83,100.13,3.7,5.52,5.16,2.09,5.18,4.33,-6.11,3.28E-04,7.79E-07,Poorly soluble,-7.38,1.74E-05,4.15E-08,Poorly soluble,-6.44,1.52E-04,3.61E-07,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-4.95,0,0,0,0,1,0.55,1,2,2,4.29
Aloe vera,Garhwalin,COc1cc2occc2c2c1c(=O)c(co2)c1ccc2c(c1)OCO2,C19H12O6,336.29,25,19,0.11,2,6,0,90.25,71.04,3.13,3.37,3.94,1.2,4.27,3.18,-4.48,1.12E-02,3.32E-05,Moderately soluble,-4.54,9.70E-03,2.88E-05,Moderately soluble,-6.87,4.56E-05,1.36E-07,Poorly soluble,High,Yes,No,Yes,No,Yes,Yes,Yes,-5.96,0,0,0,0,0,0.55,0,0,0,3.41
Aloe vera,Senegalensin,CC(=CCc1c2O[C@H](Cc2c2c(c1O)c(=O)c(co2)c1ccc(cc1)O)C(O)(C)C)C,C25H26O6,422.47,31,16,0.32,4,6,3,120.65,100.13,3.89,4.95,4.45,1.9,5.18,4.08,-5.7,8.51E-04,2.01E-06,Moderately soluble,-6.79,6.84E-05,1.62E-07,Poorly soluble,-6.46,1.47E-04,3.48E-07,Poorly soluble,High,No,No,No,No,Yes,No,No,-5.36,0,0,0,0,0,0.55,0,1,2,4.54
Aloe vera,Laburnetin,CC(=C)[C@H](Cc1c(O)cc2c(c1O)c(=O)c(co2)c1ccc(cc1)O)O,C20H18O6,354.35,26,16,0.15,4,6,4,98.87,111.13,1.35,3.54,3.06,0.82,3.6,2.48,-4.46,1.23E-02,3.48E-05,Moderately soluble,-5.56,9.80E-04,2.76E-06,Moderately soluble,-5.07,3.00E-03,8.45E-06,Moderately soluble,High,No,No,No,No,No,Yes,No,-5.95,0,0,0,0,0,0.55,0,1,2,3.74
Aloe vera,Scanderone,CC(=CCc1cc(ccc1O)c1coc2c(c1=O)c(O)cc1c2C=CC(O1)(C)C)C,C25H24O5,404.46,30,16,0.24,3,5,2,119.81,79.9,4.31,5.87,5.46,2.64,5.66,4.79,-6.24,2.31E-04,5.72E-07,Poorly soluble,-7.32,1.93E-05,4.78E-08,Poorly soluble,-7.03,3.77E-05,9.31E-08,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-4.6,0,0,0,0,1,0.55,0,1,2,4.25
Aloe vera,8-C-Glucosyl-7-O-methylaloediol,OC[C@H]1O[C@H]([C@@H]([C@H]([C@H]1O)O)O)c1c(OC)cc(c2c1oc(cc2=O)[C@@H]([C@H](O)C)O)C,C20H26O10,426.41,30,10,0.55,5,10,6,103.46,170.05,2.76,-1.67,-1.61,-2.55,0.54,-0.5,-1.35,1.91E+01,4.48E-02,Very soluble,-1.39,1.74E+01,4.08E-02,Very soluble,-1.44,1.55E+01,3.63E-02,Soluble,Low,No,No,No,No,No,No,No,-10.09,1,1,1,1,2,0.55,0,0,1,5.52
